task,hardware_config,model_answer,correct_answer
put the peach and pink shirts on the backrest of the chair respectively,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the peach and pink shirts on the backrest of the chair respectively,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the peach on top of the shelf,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
put the peach on top of the shelf,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the peach plushie on the top of the shelf,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
put the peach plushie on the top of the shelf,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the peach sweatshirt on the table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the peach sweatshirt on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pear plushie in the oven then close the oven door,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
put the pear plushie in the oven then close the oven door,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen in a vertical position,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pen in a vertical position,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen in the glass bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pen in the glass bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen in the white bowl,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pen in the white bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen inside the grey bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pen inside the grey bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen inside the wooden box,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pen inside the wooden box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen on the book in the glass,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
put the pen on the book in the glass,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen on the counter,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pen on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pen on the desk,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pen on the desk,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pencil in the cup,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pencil in the cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pencil in the green holder,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pencil in the green holder,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pencil in the trash bin,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pencil in the trash bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pens in the grey bowl,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pens in the grey bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pens on the tv stand,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
put the pens on the tv stand,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
put the phone into the bowl.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
put the phone into the bowl.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
put the phone on a plate on the tv stand.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
put the phone on a plate on the tv stand.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
put the photo frame on the bracket,The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the photo frame on the bracket,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pillow into the chest drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pillow into the chest drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pillow upright against the armrest,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pillow upright against the armrest,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pineapple on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pineapple on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pineapple plush toy on the counter then put the banana plush toy in the box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pineapple plush toy on the counter then put the banana plush toy in the box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pineapple plushy in the blue bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pineapple plushy in the blue bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink cup on the dish drainer,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pink cup on the dish drainer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink marker in the pen holder,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pink marker in the pen holder,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink object in the microwave,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the pink object in the microwave,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink object on top of the microwave then close the microwave door,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
put the pink object on top of the microwave then close the microwave door,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink towel inside the red bag,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pink towel inside the red bag,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the pink toy inside the container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the pink toy inside the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic and the white object into the drawer,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic and the white object into the drawer,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic bag in the container,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic bag in the container,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic bottle on top of the other bottle,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic bottle on top of the other bottle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic bread loaf inside the silver pot in the sink,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic bread loaf inside the silver pot in the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic grapes in the pot in the sink,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic grapes in the pot in the sink,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plastic in the bag and remove it,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plastic in the bag and remove it,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plate in the cupboard,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
put the plate in the cupboard,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plate over the bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
put the plate over the bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
put the plate with credit card on the lower shelf,The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
